Sheet,Bound_east_latlong,Bound_west_latlong,Bound_south_latlong,Bound_north_latlong
031C06,-77,-77.5,44.25,44.5
031C07,-76.5,-77,44.25,44.5
031C08,-76,-76.5,44.25,44.5
031C09,-76,-76.5,44.5,44.75
031C10,-76.5,-77,44.5,44.75
031C11,-77,-77.5,44.5,44.75
031C12,-77.5,-78,44.5,44.75
031C13,-77.5,-78,44.75,45
031C14,-77,-77.5,44.75,45
031C15,-76.5,-77,44.75,45
031C16,-76,-76.5,44.75,45
031D01,-78,-78.5,44,44.25
031D02,-78.5,-79,44,44.25
031D03,-79,-79.5,44,44.25
031D04,-79.5,-80,44,44.25
031D05,-79.5,-80,44.25,44.5
031D06,-79,-79.5,44.25,44.5
031D07,-78.5,-79,44.25,44.5
031D08,-78,-78.5,44.25,44.5
031D09,-78,-78.5,44.5,44.75
031D10,-78.5,-79,44.5,44.75
031D11,-79,-79.5,44.5,44.75
031D12,-79.5,-80,44.5,44.75
031D13,-79.5,-80,44.75,45
031D14,-79,-79.5,44.75,45
031D15,-78.5,-79,44.75,45
031D16,-78,-78.5,44.75,45
031E01,-78,-78.5,45,45.25
031E02,-78.5,-79,45,45.25
031E03,-79,-79.5,45,45.25
031E04,-79.5,-80,45,45.25
031E05,-79.5,-80,45.25,45.5
031E06,-79,-79.5,45.25,45.5
031E07,-78.5,-79,45.25,45.5
031E08,-78,-78.5,45.25,45.5
031E09,-78,-78.5,45.5,45.75
031E10,-78.5,-79,45.5,45.75
031E11,-79,-79.5,45.5,45.75
031E12,-79.5,-80,45.5,45.75
031E13,-79.5,-80,45.75,46
031E14,-79,-79.5,45.75,46
031E15,-78.5,-79,45.75,46
031E16,-78,-78.5,45.75,46
031F01,-76,-76.5,45,45.25
031F02,-76.5,-77,45,45.25
031F03,-77,-77.5,45,45.25
031F04,-77.5,-78,45,45.25
031F05,-77.5,-78,45.25,45.5
031F06,-77,-77.5,45.25,45.5
031F07,-76.5,-77,45.25,45.5
031F08,-76,-76.5,45.25,45.5
031F09,-76,-76.5,45.5,45.75
031F10,-76.5,-77,45.5,45.75
031F11,-77,-77.5,45.5,45.75
031F12,-77.5,-78,45.5,45.75
031F13,-77.5,-78,45.75,46
031F14,-77,-77.5,45.75,46
031F15,-76.5,-77,45.75,46
031F16,-76,-76.5,45.75,46
031G01,-74,-74.5,45,45.25
031G02,-74.5,-75,45,45.25
031G03,-75,-75.5,45,45.25
031G04,-75.5,-76,45,45.25
031G05,-75.5,-76,45.25,45.5
031G06,-75,-75.5,45.25,45.5
031G07,-74.5,-75,45.25,45.5
031G08,-74,-74.5,45.25,45.5
031G09,-74,-74.5,45.5,45.75
031G10,-74.5,-75,45.5,45.75
031G11,-75,-75.5,45.5,45.75
031G12,-75.5,-76,45.5,45.75
031G13,-75.5,-76,45.75,46
031G14,-75,-75.5,45.75,46
031G15,-74.5,-75,45.75,46
031G16,-74,-74.5,45.75,46
031H01,-72,-72.5,45,45.25
031H02,-72.5,-73,45,45.25
031H03,-73,-73.5,45,45.25
031H04,-73.5,-74,45,45.25
031H05,-73.5,-74,45.25,45.5
031H06,-73,-73.5,45.25,45.5
031H07,-72.5,-73,45.25,45.5
031H08,-72,-72.5,45.25,45.5
031H09,-72,-72.5,45.5,45.75
031H10,-72.5,-73,45.5,45.75
031H11,-73,-73.5,45.5,45.75
031H12,-73.5,-74,45.5,45.75
031H13,-73.5,-74,45.75,46
031H14,-73,-73.5,45.75,46
031H15,-72.5,-73,45.75,46
031H16,-72,-72.5,45.75,46
031I01,-72,-72.5,46,46.25
031I02,-72.5,-73,46,46.25
031I03,-73,-73.5,46,46.25
031I04,-73.5,-74,46,46.25
031I05,-73.5,-74,46.25,46.5
031I06,-73,-73.5,46.25,46.5
031I07,-72.5,-73,46.25,46.5
031I08,-72,-72.5,46.25,46.5
031I09,-72,-72.5,46.5,46.75
031I10,-72.5,-73,46.5,46.75
031I11,-73,-73.5,46.5,46.75
031I12,-73.5,-74,46.5,46.75
031I13,-73.5,-74,46.75,47
031I14,-73,-73.5,46.75,47
031I15,-72.5,-73,46.75,47
031I16,-72,-72.5,46.75,47
031J01,-74,-74.5,46,46.25
031J02,-74.5,-75,46,46.25
031J03,-75,-75.5,46,46.25
031J04,-75.5,-76,46,46.25
031J05,-75.5,-76,46.25,46.5
031J06,-75,-75.5,46.25,46.5
031J07,-74.5,-75,46.25,46.5
031J08,-74,-74.5,46.25,46.5
031J09,-74,-74.5,46.5,46.75
031J10,-74.5,-75,46.5,46.75
031J11,-75,-75.5,46.5,46.75
031J12,-75.5,-76,46.5,46.75
031J13,-75.5,-76,46.75,47
031J14,-75,-75.5,46.75,47
031J15,-74.5,-75,46.75,47
031J16,-74,-74.5,46.75,47
031K01,-76,-76.5,46,46.25
031K02,-76.5,-77,46,46.25
031K03,-77,-77.5,46,46.25
031K04,-77.5,-78,46,46.25
031K05,-77.5,-78,46.25,46.5
031K06,-77,-77.5,46.25,46.5
031K07,-76.5,-77,46.25,46.5
031K08,-76,-76.5,46.25,46.5
031K09,-76,-76.5,46.5,46.75
031K10,-76.5,-77,46.5,46.75
031K11,-77,-77.5,46.5,46.75
031K12,-77.5,-78,46.5,46.75
031K13,-77.5,-78,46.75,47
031K14,-77,-77.5,46.75,47
031K15,-76.5,-77,46.75,47
031K16,-76,-76.5,46.75,47
031L01,-78,-78.5,46,46.25
031L02,-78.5,-79,46,46.25
031L03,-79,-79.5,46,46.25
031L04,-79.5,-80,46,46.25
031L05,-79.5,-80,46.25,46.5
031L06,-79,-79.5,46.25,46.5
031L07,-78.5,-79,46.25,46.5
031L08,-78,-78.5,46.25,46.5
031L09,-78,-78.5,46.5,46.75
031L10,-78.5,-79,46.5,46.75
031L11,-79,-79.5,46.5,46.75
031L12,-79.5,-80,46.5,46.75
031L13,-79.5,-80,46.75,47
031L14,-79,-79.5,46.75,47
031L15,-78.5,-79,46.75,47
031L16,-78,-78.5,46.75,47
031M01,-78,-78.5,47,47.25
031M02,-78.5,-79,47,47.25
031M03,-79,-79.5,47,47.25
031M04,-79.5,-80,47,47.25
031M05,-79.5,-80,47.25,47.5
031M06,-79,-79.5,47.25,47.5
031M07,-78.5,-79,47.25,47.5
031M08,-78,-78.5,47.25,47.5
031M09,-78,-78.5,47.5,47.75
031M10,-78.5,-79,47.5,47.75
031M11,-79,-79.5,47.5,47.75
031M12,-79.5,-80,47.5,47.75
031M13,-79.5,-80,47.75,48
031M14,-79,-79.5,47.75,48
031M15,-78.5,-79,47.75,48
031M16,-78,-78.5,47.75,48
031N01,-76,-76.5,47,47.25
031N02,-76.5,-77,47,47.25
031N03,-77,-77.5,47,47.25
031N04,-77.5,-78,47,47.25
031N05,-77.5,-78,47.25,47.5
031N06,-77,-77.5,47.25,47.5
031N07,-76.5,-77,47.25,47.5
031N08,-76,-76.5,47.25,47.5
031N09,-76,-76.5,47.5,47.75
031N10,-76.5,-77,47.5,47.75
031N11,-77,-77.5,47.5,47.75
031N12,-77.5,-78,47.5,47.75
031N13,-77.5,-78,47.75,48
031N14,-77,-77.5,47.75,48
031N15,-76.5,-77,47.75,48
031N16,-76,-76.5,47.75,48
031O01,-74,-74.5,47,47.25
031O02,-74.5,-75,47,47.25
031O03,-75,-75.5,47,47.25
031O04,-75.5,-76,47,47.25
031O05,-75.5,-76,47.25,47.5
031O06,-75,-75.5,47.25,47.5
031O07,-74.5,-75,47.25,47.5
031O08,-74,-74.5,47.25,47.5
031O09,-74,-74.5,47.5,47.75
031O10,-74.5,-75,47.5,47.75
031O11,-75,-75.5,47.5,47.75
031O12,-75.5,-76,47.5,47.75
031O13,-75.5,-76,47.75,48
031O14,-75,-75.5,47.75,48
031O15,-74.5,-75,47.75,48
031O16,-74,-74.5,47.75,48
031P01,-72,-72.5,47,47.25
031P02,-72.5,-73,47,47.25
031P03,-73,-73.5,47,47.25
031P04,-73.5,-74,47,47.25
031P05,-73.5,-74,47.25,47.5
031P06,-73,-73.5,47.25,47.5
031P07,-72.5,-73,47.25,47.5
031P08,-72,-72.5,47.25,47.5
031P09,-72,-72.5,47.5,47.75
031P10,-72.5,-73,47.5,47.75
031P11,-73,-73.5,47.5,47.75
031P12,-73.5,-74,47.5,47.75
031P13,-73.5,-74,47.75,48
031P14,-73,-73.5,47.75,48
031P15,-72.5,-73,47.75,48
031P16,-72,-72.5,47.75,48
032A01,-72,-72.5,48,48.25
032A02,-72.5,-73,48,48.25
032A03,-73,-73.5,48,48.25
032A04,-73.5,-74,48,48.25
032A05,-73.5,-74,48.25,48.5
032A06,-73,-73.5,48.25,48.5
032A07,-72.5,-73,48.25,48.5
032A08,-72,-72.5,48.25,48.5
032A09,-72,-72.5,48.5,48.75
032A10,-72.5,-73,48.5,48.75
032A11,-73,-73.5,48.5,48.75
032A12,-73.5,-74,48.5,48.75
032A13,-73.5,-74,48.75,49
032A14,-73,-73.5,48.75,49
032A15,-72.5,-73,48.75,49
032A16,-72,-72.5,48.75,49
032B01,-74,-74.5,48,48.25
032B02,-74.5,-75,48,48.25
032B03,-75,-75.5,48,48.25
032B04,-75.5,-76,48,48.25
032B05,-75.5,-76,48.25,48.5
032B06,-75,-75.5,48.25,48.5
032B07,-74.5,-75,48.25,48.5
032B08,-74,-74.5,48.25,48.5
032B09,-74,-74.5,48.5,48.75
032B10,-74.5,-75,48.5,48.75
032B11,-75,-75.5,48.5,48.75
032B12,-75.5,-76,48.5,48.75
032B13,-75.5,-76,48.75,49
032B14,-75,-75.5,48.75,49
032B15,-74.5,-75,48.75,49
032B16,-74,-74.5,48.75,49
032C01,-76,-76.5,48,48.25
032C02,-76.5,-77,48,48.25
032C03,-77,-77.5,48,48.25
032C04,-77.5,-78,48,48.25
032C05,-77.5,-78,48.25,48.5
032C06,-77,-77.5,48.25,48.5
032C07,-76.5,-77,48.25,48.5
032C08,-76,-76.5,48.25,48.5
032C09,-76,-76.5,48.5,48.75
032C10,-76.5,-77,48.5,48.75
032C11,-77,-77.5,48.5,48.75
032C12,-77.5,-78,48.5,48.75
032C13,-77.5,-78,48.75,49
032C14,-77,-77.5,48.75,49
032C15,-76.5,-77,48.75,49
032C16,-76,-76.5,48.75,49
032D01,-78,-78.5,48,48.25
032D02,-78.5,-79,48,48.25
032D03,-79,-79.5,48,48.25
032D04,-79.5,-80,48,48.25
032D05,-79.5,-80,48.25,48.5
032D06,-79,-79.5,48.25,48.5
032D07,-78.5,-79,48.25,48.5
032D08,-78,-78.5,48.25,48.5
032D09,-78,-78.5,48.5,48.75
032D10,-78.5,-79,48.5,48.75
032D11,-79,-79.5,48.5,48.75
032D12,-79.5,-80,48.5,48.75
032D13,-79.5,-80,48.75,49
032D14,-79,-79.5,48.75,49
032D15,-78.5,-79,48.75,49
032D16,-78,-78.5,48.75,49
032E01,-78,-78.5,49,49.25
032E02,-78.5,-79,49,49.25
032E03,-79,-79.5,49,49.25
032E04,-79.5,-80,49,49.25
032E05,-79.5,-80,49.25,49.5
032E06,-79,-79.5,49.25,49.5
032E07,-78.5,-79,49.25,49.5
032E08,-78,-78.5,49.25,49.5
032E09,-78,-78.5,49.5,49.75
032E10,-78.5,-79,49.5,49.75
032E11,-79,-79.5,49.5,49.75
032E12,-79.5,-80,49.5,49.75
032E13,-79.5,-80,49.75,50
032E14,-79,-79.5,49.75,50
032E15,-78.5,-79,49.75,50
032E16,-78,-78.5,49.75,50
032F01,-76,-76.5,49,49.25
032F02,-76.5,-77,49,49.25
032F03,-77,-77.5,49,49.25
032F04,-77.5,-78,49,49.25
032F05,-77.5,-78,49.25,49.5
032F06,-77,-77.5,49.25,49.5
032F07,-76.5,-77,49.25,49.5
032F08,-76,-76.5,49.25,49.5
032F09,-76,-76.5,49.5,49.75
032F10,-76.5,-77,49.5,49.75
032F11,-77,-77.5,49.5,49.75
032F12,-77.5,-78,49.5,49.75
032F13,-77.5,-78,49.75,50
032F14,-77,-77.5,49.75,50
032F15,-76.5,-77,49.75,50
032F16,-76,-76.5,49.75,50
032G01,-74,-74.5,49,49.25
032G02,-74.5,-75,49,49.25
032G03,-75,-75.5,49,49.25
032G04,-75.5,-76,49,49.25
032G05,-75.5,-76,49.25,49.5
032G06,-75,-75.5,49.25,49.5
032G07,-74.5,-75,49.25,49.5
032G08,-74,-74.5,49.25,49.5
032G09,-74,-74.5,49.5,49.75
032G10,-74.5,-75,49.5,49.75
032G11,-75,-75.5,49.5,49.75
032G12,-75.5,-76,49.5,49.75
032G13,-75.5,-76,49.75,50
032G14,-75,-75.5,49.75,50
032G15,-74.5,-75,49.75,50
032G16,-74,-74.5,49.75,50
032H01,-72,-72.5,49,49.25
032H02,-72.5,-73,49,49.25
032H03,-73,-73.5,49,49.25
032H04,-73.5,-74,49,49.25
032H05,-73.5,-74,49.25,49.5
032H06,-73,-73.5,49.25,49.5
032H07,-72.5,-73,49.25,49.5
032H08,-72,-72.5,49.25,49.5
032H09,-72,-72.5,49.5,49.75
032H10,-72.5,-73,49.5,49.75
032H11,-73,-73.5,49.5,49.75
032H12,-73.5,-74,49.5,49.75
032H13,-73.5,-74,49.75,50
032H14,-73,-73.5,49.75,50
032H15,-72.5,-73,49.75,50
032H16,-72,-72.5,49.75,50
032I01,-72,-72.5,50,50.25
032I02,-72.5,-73,50,50.25
032I03,-73,-73.5,50,50.25
032I04,-73.5,-74,50,50.25
032I05,-73.5,-74,50.25,50.5
032I06,-73,-73.5,50.25,50.5
032I07,-72.5,-73,50.25,50.5
032I08,-72,-72.5,50.25,50.5
032I09,-72,-72.5,50.5,50.75
032I10,-72.5,-73,50.5,50.75
032I11,-73,-73.5,50.5,50.75
032I12,-73.5,-74,50.5,50.75
032I13,-73.5,-74,50.75,51
032I14,-73,-73.5,50.75,51
032I15,-72.5,-73,50.75,51
032I16,-72,-72.5,50.75,51
032J01,-74,-74.5,50,50.25
032J02,-74.5,-75,50,50.25
032J03,-75,-75.5,50,50.25
032J04,-75.5,-76,50,50.25
032J05,-75.5,-76,50.25,50.5
032J06,-75,-75.5,50.25,50.5
032J07,-74.5,-75,50.25,50.5
032J08,-74,-74.5,50.25,50.5
032J09,-74,-74.5,50.5,50.75
032J10,-74.5,-75,50.5,50.75
032J11,-75,-75.5,50.5,50.75
032J12,-75.5,-76,50.5,50.75
032J13,-75.5,-76,50.75,51
032J14,-75,-75.5,50.75,51
032J15,-74.5,-75,50.75,51
032J16,-74,-74.5,50.75,51
032K01,-76,-76.5,50,50.25
032K02,-76.5,-77,50,50.25
032K03,-77,-77.5,50,50.25
032K04,-77.5,-78,50,50.25
032K05,-77.5,-78,50.25,50.5
032K06,-77,-77.5,50.25,50.5
032K07,-76.5,-77,50.25,50.5
032K08,-76,-76.5,50.25,50.5
032K09,-76,-76.5,50.5,50.75
032K10,-76.5,-77,50.5,50.75
032K11,-77,-77.5,50.5,50.75
032K12,-77.5,-78,50.5,50.75
032K13,-77.5,-78,50.75,51
032K14,-77,-77.5,50.75,51
032K15,-76.5,-77,50.75,51
032K16,-76,-76.5,50.75,51
032L01,-78,-78.5,50,50.25
032L02,-78.5,-79,50,50.25
032L03,-79,-79.5,50,50.25
032L04,-79.5,-80,50,50.25
032L05,-79.5,-80,50.25,50.5
032L06,-79,-79.5,50.25,50.5
032L07,-78.5,-79,50.25,50.5
032L08,-78,-78.5,50.25,50.5
032L09,-78,-78.5,50.5,50.75
032L10,-78.5,-79,50.5,50.75
032L11,-79,-79.5,50.5,50.75
032L12,-79.5,-80,50.5,50.75
032L13,-79.5,-80,50.75,51
032L14,-79,-79.5,50.75,51
032L15,-78.5,-79,50.75,51
032L16,-78,-78.5,50.75,51
032M01,-78,-78.5,51,51.25
032M02,-78.5,-79,51,51.25
032M03,-79,-79.5,51,51.25
032M04,-79.5,-80,51,51.25
032M05,-79.5,-80,51.25,51.5
032M06,-79,-79.5,51.25,51.5
032M07,-78.5,-79,51.25,51.5
032M08,-78,-78.5,51.25,51.5
032M09,-78,-78.5,51.5,51.75
032M10,-78.5,-79,51.5,51.75
032M11,-79,-79.5,51.5,51.75
032M12,-79.5,-80,51.5,51.75
032M13,-79.5,-80,51.75,52
032M14,-79,-79.5,51.75,52
032M15,-78.5,-79,51.75,52
032M16,-78,-78.5,51.75,52
032N01,-76,-76.5,51,51.25
032N02,-76.5,-77,51,51.25
032N03,-77,-77.5,51,51.25
032N04,-77.5,-78,51,51.25
032N05,-77.5,-78,51.25,51.5
032N06,-77,-77.5,51.25,51.5
032N07,-76.5,-77,51.25,51.5
032N08,-76,-76.5,51.25,51.5
032N09,-76,-76.5,51.5,51.75
032N10,-76.5,-77,51.5,51.75
032N11,-77,-77.5,51.5,51.75
032N12,-77.5,-78,51.5,51.75
032N13,-77.5,-78,51.75,52
032N14,-77,-77.5,51.75,52
032N15,-76.5,-77,51.75,52
032N16,-76,-76.5,51.75,52
032O01,-74,-74.5,51,51.25
032O02,-74.5,-75,51,51.25
032O03,-75,-75.5,51,51.25
032O04,-75.5,-76,51,51.25
032O05,-75.5,-76,51.25,51.5
032O06,-75,-75.5,51.25,51.5
032O07,-74.5,-75,51.25,51.5
032O08,-74,-74.5,51.25,51.5
032O09,-74,-74.5,51.5,51.75
032O10,-74.5,-75,51.5,51.75
032O11,-75,-75.5,51.5,51.75
032O12,-75.5,-76,51.5,51.75
032O13,-75.5,-76,51.75,52
032O14,-75,-75.5,51.75,52
032O15,-74.5,-75,51.75,52
032O16,-74,-74.5,51.75,52
032P01,-72,-72.5,51,51.25
032P02,-72.5,-73,51,51.25
032P03,-73,-73.5,51,51.25
032P04,-73.5,-74,51,51.25
032P05,-73.5,-74,51.25,51.5
032P06,-73,-73.5,51.25,51.5
032P07,-72.5,-73,51.25,51.5
032P08,-72,-72.5,51.25,51.5
032P09,-72,-72.5,51.5,51.75
032P10,-72.5,-73,51.5,51.75
032P11,-73,-73.5,51.5,51.75
032P12,-73.5,-74,51.5,51.75
032P13,-73.5,-74,51.75,52
032P14,-73,-73.5,51.75,52
032P15,-72.5,-73,51.75,52
032P16,-72,-72.5,51.75,52
033A01,-72,-72.5,52,52.25
033A02,-72.5,-73,52,52.25
033A03,-73,-73.5,52,52.25
033A04,-73.5,-74,52,52.25
033A05,-73.5,-74,52.25,52.5
033A06,-73,-73.5,52.25,52.5
033A07,-72.5,-73,52.25,52.5
033A08,-72,-72.5,52.25,52.5
033A09,-72,-72.5,52.5,52.75
033A10,-72.5,-73,52.5,52.75
033A11,-73,-73.5,52.5,52.75
033A12,-73.5,-74,52.5,52.75
033A13,-73.5,-74,52.75,53
033A14,-73,-73.5,52.75,53
033A15,-72.5,-73,52.75,53
033A16,-72,-72.5,52.75,53
033B01,-74,-74.5,52,52.25
033B02,-74.5,-75,52,52.25
033B03,-75,-75.5,52,52.25
033B04,-75.5,-76,52,52.25
033B05,-75.5,-76,52.25,52.5
033B06,-75,-75.5,52.25,52.5
033B07,-74.5,-75,52.25,52.5
033B08,-74,-74.5,52.25,52.5
033B09,-74,-74.5,52.5,52.75
033B10,-74.5,-75,52.5,52.75
033B11,-75,-75.5,52.5,52.75
033B12,-75.5,-76,52.5,52.75
033B13,-75.5,-76,52.75,53
033B14,-75,-75.5,52.75,53
033B15,-74.5,-75,52.75,53
033B16,-74,-74.5,52.75,53
033C01,-76,-76.5,52,52.25
033C02,-76.5,-77,52,52.25
033C03,-77,-77.5,52,52.25
033C04,-77.5,-78,52,52.25
033C05,-77.5,-78,52.25,52.5
033C06,-77,-77.5,52.25,52.5
033C07,-76.5,-77,52.25,52.5
033C08,-76,-76.5,52.25,52.5
033C09,-76,-76.5,52.5,52.75
033C10,-76.5,-77,52.5,52.75
033C11,-77,-77.5,52.5,52.75
033C12,-77.5,-78,52.5,52.75
033C13,-77.5,-78,52.75,53
033C14,-77,-77.5,52.75,53
033C15,-76.5,-77,52.75,53
033C16,-76,-76.5,52.75,53
033D01,-78,-78.5,52,52.25
033D02,-78.5,-79,52,52.25
033D03,-79,-79.5,52,52.25
033D04,-79.5,-80,52,52.25
033D05,-79.5,-80,52.25,52.5
033D06,-79,-79.5,52.25,52.5
033D07,-78.5,-79,52.25,52.5
033D08,-78,-78.5,52.25,52.5
033D09,-78,-78.5,52.5,52.75
033D10,-78.5,-79,52.5,52.75
033D11,-79,-79.5,52.5,52.75
033D12,-79.5,-80,52.5,52.75
033D13,-79.5,-80,52.75,53
033D14,-79,-79.5,52.75,53
033D15,-78.5,-79,52.75,53
033D16,-78,-78.5,52.75,53
033E01,-78,-78.5,53,53.25
033E02,-78.5,-79,53,53.25
033E03,-79,-79.5,53,53.25
033E04,-79.5,-80,53,53.25
033E05,-79.5,-80,53.25,53.5
033E06,-79,-79.5,53.25,53.5
033E07,-78.5,-79,53.25,53.5
033E08,-78,-78.5,53.25,53.5
033E09,-78,-78.5,53.5,53.75
033E10,-78.5,-79,53.5,53.75
033E11,-79,-79.5,53.5,53.75
033E12,-79.5,-80,53.5,53.75
033E13,-79.5,-80,53.75,54
033E14,-79,-79.5,53.75,54
033E15,-78.5,-79,53.75,54
033E16,-78,-78.5,53.75,54
033F01,-76,-76.5,53,53.25
033F02,-76.5,-77,53,53.25
033F03,-77,-77.5,53,53.25
033F04,-77.5,-78,53,53.25
033F05,-77.5,-78,53.25,53.5
033F06,-77,-77.5,53.25,53.5
033F07,-76.5,-77,53.25,53.5
033F08,-76,-76.5,53.25,53.5
033F09,-76,-76.5,53.5,53.75
033F10,-76.5,-77,53.5,53.75
033F11,-77,-77.5,53.5,53.75
033F12,-77.5,-78,53.5,53.75
033F13,-77.5,-78,53.75,54
033F14,-77,-77.5,53.75,54
033F15,-76.5,-77,53.75,54
033F16,-76,-76.5,53.75,54
033G01,-74,-74.5,53,53.25
033G02,-74.5,-75,53,53.25
033G03,-75,-75.5,53,53.25
033G04,-75.5,-76,53,53.25
033G05,-75.5,-76,53.25,53.5
033G06,-75,-75.5,53.25,53.5
033G07,-74.5,-75,53.25,53.5
033G08,-74,-74.5,53.25,53.5
033G09,-74,-74.5,53.5,53.75
033G10,-74.5,-75,53.5,53.75
033G11,-75,-75.5,53.5,53.75
033G12,-75.5,-76,53.5,53.75
033G13,-75.5,-76,53.75,54
033G14,-75,-75.5,53.75,54
033G15,-74.5,-75,53.75,54
033G16,-74,-74.5,53.75,54
033H01,-72,-72.5,53,53.25
033H02,-72.5,-73,53,53.25
033H03,-73,-73.5,53,53.25
033H04,-73.5,-74,53,53.25
033H05,-73.5,-74,53.25,53.5
033H06,-73,-73.5,53.25,53.5
033H07,-72.5,-73,53.25,53.5
033H08,-72,-72.5,53.25,53.5
033H09,-72,-72.5,53.5,53.75
033H10,-72.5,-73,53.5,53.75
033H11,-73,-73.5,53.5,53.75
033H12,-73.5,-74,53.5,53.75
033H13,-73.5,-74,53.75,54
033H14,-73,-73.5,53.75,54
033H15,-72.5,-73,53.75,54
033H16,-72,-72.5,53.75,54
033I01,-72,-72.5,54,54.25
033I02,-72.5,-73,54,54.25
033I03,-73,-73.5,54,54.25
033I04,-73.5,-74,54,54.25
033I05,-73.5,-74,54.25,54.5
033I06,-73,-73.5,54.25,54.5
033I07,-72.5,-73,54.25,54.5
033I08,-72,-72.5,54.25,54.5
033I09,-72,-72.5,54.5,54.75
033I10,-72.5,-73,54.5,54.75
033I11,-73,-73.5,54.5,54.75
033I12,-73.5,-74,54.5,54.75
033I13,-73.5,-74,54.75,55
033I14,-73,-73.5,54.75,55
033I15,-72.5,-73,54.75,55
033I16,-72,-72.5,54.75,55
033J01,-74,-74.5,54,54.25
033J02,-74.5,-75,54,54.25
033J03,-75,-75.5,54,54.25
033J04,-75.5,-76,54,54.25
033J05,-75.5,-76,54.25,54.5
033J06,-75,-75.5,54.25,54.5
033J07,-74.5,-75,54.25,54.5
033J08,-74,-74.5,54.25,54.5
033J09,-74,-74.5,54.5,54.75
033J10,-74.5,-75,54.5,54.75
033J11,-75,-75.5,54.5,54.75
033J12,-75.5,-76,54.5,54.75
033J13,-75.5,-76,54.75,55
033J14,-75,-75.5,54.75,55
033J15,-74.5,-75,54.75,55
033J16,-74,-74.5,54.75,55
033K01,-76,-76.5,54,54.25
033K02,-76.5,-77,54,54.25
033K03,-77,-77.5,54,54.25
033K04,-77.5,-78,54,54.25
033K05,-77.5,-78,54.25,54.5
033K06,-77,-77.5,54.25,54.5
033K07,-76.5,-77,54.25,54.5
033K08,-76,-76.5,54.25,54.5
033K09,-76,-76.5,54.5,54.75
033K10,-76.5,-77,54.5,54.75
033K11,-77,-77.5,54.5,54.75
033K12,-77.5,-78,54.5,54.75
033K13,-77.5,-78,54.75,55
033K14,-77,-77.5,54.75,55
033K15,-76.5,-77,54.75,55
033K16,-76,-76.5,54.75,55
033L01,-78,-78.5,54,54.25
033L02,-78.5,-79,54,54.25
033L03,-79,-79.5,54,54.25
033L04,-79.5,-80,54,54.25
033L05,-79.5,-80,54.25,54.5
033L06,-79,-79.5,54.25,54.5
033L07,-78.5,-79,54.25,54.5
033L08,-78,-78.5,54.25,54.5
033L09,-78,-78.5,54.5,54.75
033L10,-78.5,-79,54.5,54.75
033L11,-79,-79.5,54.5,54.75
033L12,-79.5,-80,54.5,54.75
033L13,-79.5,-80,54.75,55
033L14,-79,-79.5,54.75,55
033L15,-78.5,-79,54.75,55
033L16,-78,-78.5,54.75,55
033M01,-78,-78.5,55,55.25
033M02,-78.5,-79,55,55.25
033M03,-79,-79.5,55,55.25
033M04,-79.5,-80,55,55.25
033M05,-79.5,-80,55.25,55.5
033M06,-79,-79.5,55.25,55.5
033M07,-78.5,-79,55.25,55.5
033M08,-78,-78.5,55.25,55.5
033M09,-78,-78.5,55.5,55.75
033M10,-78.5,-79,55.5,55.75
033M11,-79,-79.5,55.5,55.75
033M12,-79.5,-80,55.5,55.75
033M13,-79.5,-80,55.75,56
033M14,-79,-79.5,55.75,56
033M15,-78.5,-79,55.75,56
033M16,-78,-78.5,55.75,56
033N01,-76,-76.5,55,55.25
033N02,-76.5,-77,55,55.25
033N03,-77,-77.5,55,55.25
033N04,-77.5,-78,55,55.25
033N05,-77.5,-78,55.25,55.5
033N06,-77,-77.5,55.25,55.5
033N07,-76.5,-77,55.25,55.5
033N08,-76,-76.5,55.25,55.5
033N09,-76,-76.5,55.5,55.75
033N10,-76.5,-77,55.5,55.75
033N11,-77,-77.5,55.5,55.75
033N12,-77.5,-78,55.5,55.75
033N13,-77.5,-78,55.75,56
033N14,-77,-77.5,55.75,56
033N15,-76.5,-77,55.75,56
033N16,-76,-76.5,55.75,56
033O01,-74,-74.5,55,55.25
033O02,-74.5,-75,55,55.25
033O03,-75,-75.5,55,55.25
033O04,-75.5,-76,55,55.25
033O05,-75.5,-76,55.25,55.5
033O06,-75,-75.5,55.25,55.5
033O07,-74.5,-75,55.25,55.5
033O08,-74,-74.5,55.25,55.5
033O09,-74,-74.5,55.5,55.75
033O10,-74.5,-75,55.5,55.75
033O11,-75,-75.5,55.5,55.75
033O12,-75.5,-76,55.5,55.75
033O13,-75.5,-76,55.75,56
033O14,-75,-75.5,55.75,56
033O15,-74.5,-75,55.75,56
033O16,-74,-74.5,55.75,56
033P01,-72,-72.5,55,55.25
033P02,-72.5,-73,55,55.25
033P03,-73,-73.5,55,55.25
033P04,-73.5,-74,55,55.25
033P05,-73.5,-74,55.25,55.5
033P06,-73,-73.5,55.25,55.5
033P07,-72.5,-73,55.25,55.5
033P08,-72,-72.5,55.25,55.5
033P09,-72,-72.5,55.5,55.75
033P10,-72.5,-73,55.5,55.75
033P11,-73,-73.5,55.5,55.75
033P12,-73.5,-74,55.5,55.75
033P13,-73.5,-74,55.75,56
033P14,-73,-73.5,55.75,56
033P15,-72.5,-73,55.75,56
033P16,-72,-72.5,55.75,56
034A01,-72,-72.5,56,56.25
034A02,-72.5,-73,56,56.25
034A03,-73,-73.5,56,56.25
